No,Text,URL,Kategori
41,"Edisi perdanaLiga Basket Antarakademiberlangsung dengan sukses. Oleh karenanya, kompetisi serupa akan digelar lagi tahun depan. Ada empat klub yang jadi pendiri Liga Basket Antarakademi itu, yakni Kelly Basketball Academy (KBA)Tangerang Selatan, Asaba Basketball Academy (ABA) Jakarta, Tamtelahitu Basketball Academy (TBA) Jakarta dan Thunderstorm Basketball Academy (TBAB) Bogor. Mereka semua bersepakat untuk melanjutkan untuk kembali liga tersebut tahun depan. Erza Antu Bomantara sebagai salah satu founder sekaligus perwakilan Kelly Basketball Academy mengatakan, kompetisi ini salah satu tanggung jawab moral membantu kemajuan basket Tanah Air. SCROLL TO CONTINUE WITH CONTENT Apalagi kompetisi ini hadir karena keresahan dan kepedulian keempat para founder yang memikirkan para anak didiknya tumbuh berkembang. Mereka adalah nama-nama top di basket Tanah Air seperti Hengardy Tan (Asaba), Ocky Tamtelahitu (TBA) Romy Tanaka (Thunderstorm), dan Kelly Purwanto (KBA). ""Adanya liga basket antar akademi ini memang sudah menjadi komitmen dan tanggung jawab dan kecintaan kami para praktisi basket yang kebetulan membuka akademi bola basket di Tanah Air untuk memikirkan wadah buat para member di akademi kami masing- masing. Konsepnya masih sama, mereka yang berkompetisi di sini murni anak-anak binaan akademi dan bukan pemain cabutan. Tujuannya kami yang lain, kita ingin mengajarkan hidup sehat dan mengenalkan sejak dini sportivitas dan yang terpenting ada wadah kompetisi bagi pebasket di level awal yang baru belajar bola basket,"" ujar Ezra dalam rilis kepadadetikSport. ""Menang dan juara bukan di atas segalanya, walau tentu dalam kompetisi pastilah ada pemenangnya, tapi lepas dari itu semua di kompetisi yang kami rumuskan bersama konsepnya ini juga ada banyak nilai-nilai yang kami ingin tularkan, seperti respek terhadap diri sendiri, sesama team, pelatih, wasit dan orang tua. Benang merahnya, liga basket akademi bukan selalu berbicara mencari juara, tapi dari level bawah ini kami juga ingin membantu menyebarkan virus cinta basket di Indonesia dari usia dini maupun sampai jenjang remaja,"" sambungnya. ""Kami juga ingin memberikan semangat kepada anak-anak didik kita yang baru belajar basket, serta memberikan mereka mimpi tentang basket di Indonesia dengan kompetisi ini. Kita tidak tahu, mungkin dalam 10 atau 15 tahun ke depan beberapa di antaranya akan ada yang menjadi pemain pro atau bisa saja ada yang membela timnas. Secara komitmen bersama kita bertanggung jawab kepada anak-anak didik kami untuk memikirkan bagaimana kelanjutan perkembangan mereka di akademi yang kami dirikan."" Kompetisi liga basket antarakademi tahun 2025 masih digelar selama empat seri, masing-masing akademi akan bergantian menjadi tuan rumah. Kategori pesertanya mulai dari Umur-8 mix, U-10 mix, U-12 PA, U-12 PI, U-14 PA, U-15 PI, U-17. Para founder akan mempertimbangkan untuk menambah peserta lagi di tahun 2026. ""Kami tidak ingin muluk-muluk, komitmen ke empat akademi yang terlibat visinya sama yaitu ingin konsisten menggelar kompetisi dengan sebaik mungkin serta memperbaiki kekurangan di tahun pertamanya agar menjadi lebih menarik dan proper lagi. Rencananya kami akan mulai pada bulan Februari 2025 (Seri 1).Kemungkinan di Season 3 tahun 2026 mendatang kami mau menambah kuota 2-4 akademi baru sebagai member sekaligus peserta liga basket antar akademi Indonesia."" ""Secara overall baik Kelly akademi, Tamtelahitu akademi, Asaba dan Thunder Storm akademi, berkomitmen dengan tujuannya yang sama, kami ingin mempopulerkan bola basket sejak usia dini, memberikan wadah kompetisi yang layak untuk pebasket pemula, mengajarkan karakter untuk menjadi manusia Indonesia yang baik dan tidak boleh melalaikan pendidikan mereka. Semoga inisiasi kami ini juga bisa diikuti oleh kawan-kawan akademi basket lainnya di setiap daerah. Kami tentunya akan senang dengan begitu banyak akademi basket Indonesia yang akan muncul dari Sabang sampai Merauke.""",https://sport.detik.com/basket/d-7680730/liga-basket-antarakademi-bergulir-lagi-di-2025,Non-Sepak Bola
42,"Tim basketHarlem Globetrotterstampil di Indonesia untuk pertama kalinya setelah 28 tahun. Mereka menghibur pencinta basket di Indonesia pada 16 dan 17 November 2024. Penampilan berlangsung di Mahaka Square, Kelapa Gading, Jakarta Utara. Sebelumnya, Harlem Globetrotters memberikan coaching clinic di Senayan berkat kolaborasi NBL (Australian National Basketball League), IBL (Indonesian Basketball League) dan Blackmores Indonesia. ""Kami senang dapat berkolaborasi dengan Blackmores Indonesia dan National Basketball League (NBL) Australia untuk menghadirkan Harlem Globetrotters di Indonesia,"" kata Direktur Utama IBL, Junas Miradiarsyah, dalam keterangan persnya. SCROLL TO CONTINUE WITH CONTENT ""Ini adalah kesempatan unik bagi generasi muda untuk belajar langsung dari pemain kelas dunia, dan terinspirasi menjaga kesehatan melalui olahraga. Kami berharap acara ini semakin mendorong minat anak-anak Indonesia pada olahraga basket."" ""Sebagai liga, semakin banyak kegiatan yang menyemarakkan bola basket di Indonesia dan terutama untuk generasi muda tentunya IBL akan turut mendukung,"" Junas menegaskan. Para anak yang mendapatkan coaching clinic diharapkan bisa terus mengembangkan teknik dasar. Mereka juga diminta untuk peduli dengan kesehatan sejak dini. ""Blackmores ingin menciptakan dampak yang berkelanjutan pada kehidupan anak-anak dengan memberikan mereka akses belajar teknik dasar dan sharing ke bintang bola basket yang dapat menjadi panutan bagi anak-anak tentang pentingnya aktivitas dan kesehatan yang baik,"" kata Country Head Kalbe Blackmores Nutrition, Dickson Sutanto.",https://sport.detik.com/basket/d-7642110/tim-basket-harlem-globetrotters-beri-coaching-clinic-di-jakarta,Non-Sepak Bola
43,"Sebanyak 20 pebasket putri menjalani persiapan menuju SEA Games 2025 di Thailand. Training camp tahap pertama ini berfokus pada pembenahan fisik. General Manager Timnas basket putri Christopher Tanuwidjaja yang menyampaikan informasi tersebut. Menurutnya, dari jumlah pemain yang ikut kamp kepelatihan, sebelas pemain di antaranya merupakan komposisi pemain yang mempersembahkan medali emas di SEA Games 2023 Kamboja. Mereka adalah Priscilla Annabel Karen, Agustin Gradita Retong, Clarita Antonio, Yuni Anggraeni, Henny Sutjiono, Adelaide Callista Wongsohardjo, Nathania Claresta Orville, Dewa Ayu Made Sriartha Kusuma Dewi, Kadek Patita Citta Dewi, Kimberley Pierre Louis, dan Peyton Alexis Whitted. SCROLL TO CONTINUE WITH CONTENT Mereka berlatih di bawah arahan Coach Marlina Herawan dengan Andrie Ekayana dan Alfa Hari Kusumanegara sebagai asisten pelatih. Lalu Trisna Gamaputri didapuk sebagai pelatih fisik. Saat ini, para pemain terus digembleng di GOR Cahaya Lestari Surabaya. ""Ini adalah tahap awal dari persiapan menatap SEA Games 2025 Thailand. Pada TC tahap pertama ini ini tim lebih memfokuskan diri kepada pembenahan kondisi fisik dari setiap pemain,"" kata Christopher dalam rilis PP Perbasi, Rabu (6/11/2024). Berikut Daftar 20 Pemain TC Tahap Awal Timnas Basket Putri: 1. Priscilla Annabel Karen 2. Agustin Gradita Retong 3. Jesslyn Angelique Aritonang 4. Keira Ammabel Hadinoto 5. Jennifer Choima Iqboiike 6. Clarita Antonio 7. Yuni Anggraeni 8. Henny Sutjiono 9. Adelaide Callista Wongsohardjo 10. Erlita Christiana 11. Evelyn Fiyo 12. Faizzatus Shoimah 13. Thasya Hery Saputera 14. Aimee Tampu Francienne 15. Nathania Claresta Orville 16. Dewa Ayu Made Sriartha Kusuma Dewi 17. Kadek Patita Citta Dewi 18. Lea Elvensia Wolobubo Kahol 19. Kimberley Pierre Louis 20. Peyton Alexis Whitted ",https://sport.detik.com/basket/d-7626019/20-pebasket-putri-jalani-tc-sea-games-2025-di-surabaya,Non-Sepak Bola
44,"IBL All Indonesian 2024 memasuki partai puncak. Di babak pamungkas ini, Satria Muda membuka kans untuk menjadi juara. Satria Muda mendekati podium juara setelah memenangkan game pertama final Best of 3 dengan skor 80-76 pada Kamis (3/10). Dengan kemenangan ini, Satria Muda kini hanya butuh satu kemenangan lagi untuk mengunci gelar juara di turnamen IBL All Indonesian 2024. Satria Muda akan jalani game kedua pada Sabtu, 5 Oktober 2024, pukul 19.00 WIB di Hall A Senayan, Jakarta Pusat. SCROLL TO CONTINUE WITH CONTENT Jika Satria Muda kembali menang, mereka akan langsung menjadi juara tanpa perlu melanjutkan game ketiga. Namun, jika Pelita Jaya yang menang di game kedua maka mereka akan memaksakan pertandingan berlanjut ke game ketiga. Game ketiga final IBL All Indonesian 2024 akan dimainkan pada Minggu, 6 Oktober 2024, pukul 19.00 WIB. Bagi Satria Muda, pertandingan ini bukan sekadar memperebutkan gelar juara. Partai ini akan jadi momen emosional bagi mereka. Pertama, partai final ini jadi momentum Satria Muda mengakhiri penantian juara di dua tahun terakhir. Kedua, final ini akan menjadi ajang membalas kekalahan pada IBL Indonesia Cup 2022. Pada saat itu, Pelita Jaya berhasil mengalahkan Satria Muda dan merebut gelar juara di Solo. Tahun ini, Satria Muda punya peluang besar untuk membalikkan keadaan dan merebut kemenangan yang telah lama mereka incar. Ini setelah mereka kantongi kemenangan di game pertama. ""Kemenangan di turnamen ini akan menjadi titik penting bagi Satria Muda dalam menegaskan kembali posisi mereka sebagai salah satu tim terkuat di Indonesia,"" ungkap Priyo Hadi, marketing OASIS+. ""Jadi jangan sampai ketinggalan serunya pertandingan final IBL OASIS+ All Indonesian 2024,"" lanjutnya. IBL All Indonesian atau yang juga dikenal sebagai Indonesia Cup merupakan turnamen pra-musim yang diikuti oleh 14 tim IBL. Turnamen ini memiliki format unik, yakni semua tim bertanding tanpa kehadiran pemain asing, yang membuat ajang ini menjadi sorotan bagi para pemain lokal untuk unjuk gigi. Satria Muda Jakarta hanya tinggal satu langkah lagi untuk mengukir sejarah dan membalas kekalahan 2022 mereka. Semua mata kini tertuju pada pertandingan Game 2 Sabtu, 5 Oktober, pukul 19:00 WIB, di mana kemenangan bisa membawa mereka ke puncak kejayaan.",https://sport.detik.com/basket/d-7572874/waktunya-satria-muda-balas-dendam-ke-pelita-jaya,Non-Sepak Bola
45,"Bola basket merupakan olahraga yang mengedepankan kekompakan tim. Ketika bertanding, para pemain harus mengetahui hal-hal yang tidak boleh dilakukan saat bermain bola basket. Jika pemain melakukan gerakan yang tidak boleh dilakukan, maka termasuk pelanggaran yang bisa merugikan tim. Oleh sebab itu, sebelum bertanding maka detikers perlu mengetahui peraturan permainan bola basket. Lantas, apa saja hal-hal yang tidak boleh dilakukan saat bermain bola basket? Simak peraturan permainan bola basket dalam artikel ini. SCROLL TO CONTINUE WITH CONTENT Dalam permainan bola basket, ada macam-macam pelanggaran (foul) yang wajib diketahui para pemain. Hal ini agar pemain dapat meminimalisir melakukan pelanggaran, sehingga tidak merugikan tim ke depannya. Mengutip repositori STKIP PGRI Trenggalek, berikut jenis-jenis pelanggaran dalam bola basket: Pelanggaran jenis ini merupakan yang paling umum terjadi dalam pertandingan basket. Menurut aturan FIBA, setiap pemain memiliki jatah maksimal lima kali untuk melakukan personal foul. Jika pemain melakukan pelanggaran hingga enam kali, maka pemain itu akan dikeluarkan dari pertandingan tersebut. Pelanggaran ini dilakukan secara kumulatif. Misalnya, dalam satu tim terdapat lima pemain, jika masing-masing pemain melakukan personal foul maka total team foul yang dihitung adalah lima kali. Pelanggaran jenis ini terjadi saat pemain melakukan tembakan ke ring dengan cara melompat, tetapi justru batal melakukan shooting. Pemain yang melanggar akan kehilangan penguasaan terhadap bola atau turnover. Pushing foul terjadi saat pemain melakukan gerakan ilegal yang disengaja. Namun, wasit tidak menganggapnya sebuah pelanggaran ketika terjadi ketidaksengajaan pemain mendorong tim lawan. Pada umumnya, pelanggaran ini terjadi karena pemain mengeluarkan kata-kata kasar kepada ofisial pertandingan, melakukan gerakan berbahaya, bermain tidak sesuai semestinya, hingga memicu perkelahian antar pemain. Pelanggaran jenis ini mendapat tindakan tegas dari wasit. Jadi, pemain bisa dikeluarkan dari lapangan pertandingan. Pelanggaran ini terjadi karena pemain yang berada dalam posisi menyerang menabrak pemain bertahan lawan yang sudah dalam posisi defense. Foul yang satu ini terjadi karena pemain dengan sengaja menghentikan lawan dengan cara menutup gerakan secara tiba-tiba, sehingga pemain tersebut kehilangan keseimbangan saat melakukan shooting. Jenis pelanggaran ini termasuk tidak etis. Sebab, pemain dengan sengaja ingin mencederai atau melakukan pukulan ke tubuh lawan ketika berduel. Flagrant foul termasuk kategori pelanggaran berat dan bisa dihukum skorsing. Pelanggaran ini terjadi ketika pemain yang sedang menggiring bola melakukan dua langkah lebih tanpa melakukan dribble (memantulkan bola ke tanah). Foul jenis ini umumnya sering terjadi di level junior. Jenis pelanggaran selanjutnya karena diakibatkan oleh kelalaian pemain untuk melakukan gerakan di paint area selama tiga detik. Pemain yang tidak bergerak selama tiga detik maka akan mendapatkan hukuman berupa free throw atau lemparan ke dalam. Pelanggaran ini terjadi saat pemain melakukan screen dalam permainan pick and roll, tetapi berada di posisi yang salah. Hukuman dari pelanggaran ini adalah pemain dari salah satu tim harus kehilangan penguasaan terhadap bola. Maksud dari double dribble adalah ketika pemain kembali melakukan dribble setelah sebelumnya memutuskan untuk berhenti. Pelanggaran jenis ini membuat pemain dari salah satu tim harus kehilangan penguasaan terhadap bola. Pelanggaran ini terjadi karena pemain melakukan dribble bola kembali ke wilayah pertahanan timnya setelah melewati garis tengah lapangan. Foul out merupakan hukuman bagi pemain yang telah menerima enam kali personal foul dalam satu pertandingan, sehingga pemain tersebut tak bisa melanjutkan pertandingan hingga selesai. Dalam pelanggaran ini, sebuah tim tidak mampu memanfaatkan batas waktu 24 detik untuk melakukan possesion yang berujung pada shooting, dunk, atau lay up untuk menambah angka. Pelanggaran ini terjadi ketika pemain tidak melakukan pergerakan selama tiga detik di area paint lawan. Jenis foul ini terjadi karena pemain tidak melakukan pergerakan selama tiga detik di area paint defense lawan saat melakukan offense Pelanggaran ini terjadi saat pemain melakukan shooting dalam sepersekian detik setelah 24 detik waktu habis. Pada umumnya, jika bola masuk maka poin tidak dihitung. Dalam pertandingan bola basket, pelanggaran ini diakibatkan oleh pemain yang menggiring bola di wilayah sendiri melebihi waktu delapan detik. Foul yang satu ini terjadi saat salah satu pemain membuat kesalahan dengan melakukan gerakan dribble memutar bola. Mengutip situs Perbasi, berikut sejumlah peraturan dasar dalam permainan bola basket: Dari penjelasan di atas, hal yang tidak boleh dilakukan saat bermain bola basket adalah menggiring bola dengan dua tangan secara bersamaan. Cukup tangan kanan atau kiri saja yang digunakan untuk dribble bola. Itu dia penjelasan mengenai peraturan dan jenis-jenis pelanggaran dalam bola basket. Semoga membantu detikers.",https://sport.detik.com/basket/d-7566415/hal-yang-tidak-boleh-dilakukan-saat-bermain-bola-basket-bisa-pelanggaran,Non-Sepak Bola
46,"Tim basket DKI Jakartakembali menorehkan prestasi gemilang di ajangPekan Olahraga Nasional (PON) XXI Aceh-Sumut 2024dengan meraih gelar juara umum. Keberhasilan ini diperoleh dengan tim 5on5 putra dan putri berhasil meraih medali emas beberapa waktu lalu. Prestasi ini menjadi salah satu kunci keberhasilan kontingen DKI Jakarta dalam ajang multievent olahraga nasional terbesar ini. Seperti diketahui, tim 5on5 berhasil mengawinkan medali emas PON cabor bola basket putra dan putri. Tim putra berhasil mempertahankan pencapaian emas di PON sebelumnya, sedangkan untuk tim putri berhasil meraih emas pertama kalinya dalam dua dekade terakhir. SCROLL TO CONTINUE WITH CONTENT Tak hanya tim 5on5, tim 3x3 putra dan putri DKI Jakarta juga turut menginspirasi dan memberikan kontribusi besar dalam perjalanan tim bola basket Jakarta di PON 2024. ""Terima kasih kepada adik-adik saya di 3x3 Jakarta putra dan putri yang telah menginspirasi semua anak basket di Jakarta, Aceh, dan seluruh Indonesia,"" ujar Ketua Umum Perbasi Jakarta,Lexyndo Hakim. Meskipun ada kekurangan dengan hasil tim 3x3, dimana medali emas diraih oleh Putra Jawa Timur dan Putri DI Yogyakarta, namun bagi Lexy, panggilan akrabnya, para pemain sudah mengeluarkan semua dedikasinya dan tim pantas mendapat apresiasi yang tinggi serta kesempatan untuk beristirahat sejenak. ""Berhenti sejenak adalah introspeksi, berhenti sejenak juga dapat menjadi evaluasi untuk mencapai kemenangan di lain hari,"" tambahnya. Lexy juga menyampaikan ucapan terima kasih atas kerja keras para pelatih, official, dan seluruh tim yang terlibat dalam kesuksesan ini. ""Khusus untuk para atlet, pahlawan basket DKI Jakarta, terima kasih telah membuktikan bahwa dedikasi, latihan, keringat, dan air mata sangat menghasilkan,"" tuturnya. Prestasi juara umum cabor bola basket PON 2024 Aceh-Sumut diharapkan menjadi motivasi bagi generasi muda basket DKI Jakarta dan seluruh Indonesia untuk terus mengembangkan kemampuan mereka di masa depan. ""Terima kasih telah menginspirasi, bahwa tidak ada usaha yang sia-sia."" tutup Lexy.",https://sport.detik.com/basket/d-7550560/tim-basket-dki-jakarta-sabet-juara-umum-pon-xxi-aceh-sumut-2024,Non-Sepak Bola
47,"Jendela divenuebasket yang berlokasi di kompleks Stadion Harapan Bangsa, Banda Aceh, copot menimpa penonton saat terjadi angin kencang. Sejumlah orang disebut terkena pecahan kaca. PantauandetikSumutdari siaran langsung, insiden tersebut terjadi saat pertandingan basket 3x3 beregu putri Sumatera Utara melawan Sulawesi Selatan, Rabu (18/9/2024). Saat kejadian, kedua tim baru memasuki lapangan untuk bertanding. Angin kencang disertai hujan terjadi. Tiba-tiba jendela di salah satu bagianvenuecopot dan menimpa sejumlah penonton. Para penonton tampak berlarian menyelamatkan diri. SCROLL TO CONTINUE WITH CONTENT ""Sebagian kaca dan bingkainya itu lepas dari dinding. Penonton ada yang terkena pecahan kaca di bagian punggung dan tangan,"" kata Technical Delegate Basket 3x3, Trianti, saat dimintai konfirmasi, dilansirdetikSumut, Rabu (18/9/2024). Menurutnya, pertandingan Sumut vs Sulsel terpaksa ditunda ke sore nanti. Panitia akan melihat kondisi cuaca untuk melanjutkan pertandingan Pool A tersebut. ""Pertandingan tadi ditunda, baru akan dimainkan pukul 15.00 WIB sambil kita monitor kondisi cuaca. Karena, kalau masih hujan besar, air akan tempias ke lapangan,"" jelasnya. Simak selengkapnyadi sini.    ",https://news.detik.com/berita/d-7545977/jendela-venue-basket-pon-aceh-copot-gegara-angin-penonton-kena-serpihan-kaca,Non-Sepak Bola
48,"Jendela di venue basket yang berlokasi di Kompleks Stadion Harapan Bangsa, Banda Aceh copot menimpa penonton. Sejumlah orang disebut terkena pecahan kaca. PantauandetikSumutdari siaran langsung, kejadian tersebut terjadi saat pertandingan basket 3X3 beregu putri antara Sumatera Utara melawan Sulawesi Selatan, Rabu (18/9/2024). Saat kejadian, kedua tim baru memasuki lapangan untuk bertanding. Angin kencang disertai hujan terjadi. Tiba-tiba jendela di salah satu bagian venue copot dan menimpa sejumlah penonton. Para penonton tampak berlarian menyelamatkan diri. SCROLL TO CONTINUE WITH CONTENT ""Sebagian kaca dan bingkainya itu lepas dari dinding. Penonton ada yg terkena pecahan kaca di bagian punggung dan tangan,"" kata Technical Delegate Basket 3 x 3, Trianti, saat dimintai konfirmasidetikSumut. Menurutnya, pertandingan Sumut VS Sulsel terpaksa ditunda ke sore nanti. Panitia akan melihat kondisi cuaca untuk melanjutkan pertandingan pool A tersebut. ""Pertandingan tadi ditunda, baru akan dimainkan pukul 15.00 WIB sambil kita monitor kondisi cuaca, karena kalau masih hujan besar air akan tempias ke lapangan,"" jelasnya. ",https://www.detik.com/sumut/berita/d-7545898/jendela-venue-basket-pon-xxi-copot-gegara-angin-penonton-terkena-pecahan-kaca,Non-Sepak Bola
49,"Perbasi DKI Jakartasukses mengawinkan medali emas putra dan putri diPekan Olahraga Nasional (PON) 2024. Prestasi ini diharapkan menginspirasi publik basket DKI. Tim basket putra dan putri merebut medali emas setelah sama-sama menumbangkan Jawa Timur. Buat tim putra, gelar ini sekaligus mempertahankan prestasi di PON 2020 Papua. Sementara tim putri menang 77-56. Gelar buat tim putri ini juga menjadi penanda pecah telur setelah terakhir merebut medali emas pada dua dekade lalu. SCROLL TO CONTINUE WITH CONTENT Ketua Perbasi Jakarta, Lexyndo Hakim, bersyukur sekaligus berterima kasih kepada para pemain yang telah berjuang sekuat tenaga. Perjuangan mereka selama dua tahun melakukan Pemusatan Latihan terbayar tuntas dengan prestasi yang membanggakan. ""Kemenangan ini adalah jawaban dari kerja keras, kerja sama, dan bekerja bersama kita semua,"" kata Lexyndo dalam pernyataannya. ""Emas adalah warna yang cocok untuk menggambarkan semangat juang kalian, atlet saya, putra putri 5on5 basket Jakarta,"" lanjutnya. Pria yang juga menjabat Chef de Mission SEA Games Kamboja 2023 mengapresiasi pelatih tim putra Tondi Radja Syailendra yang berhasil mempertahankan medali emas. Sementara pelatih tim putri, Abrizalt Hasiholan, juga mencatatkan prestasi yang sama karena pada PON 2020 Papua, pria yang akrab disapa Jali tersebut merupakan asisten dari Tondi. Prestasi yang telah ditorehkan tim putra dan putri 5on5 tak hanya sekadar prestasi, tetapi harus menginspirasi generasi selanjutnya. ""Seperti yang selalu saya sampaikan, bahwa atlet Jakarta akan berangkat sebagai pemenang. Tidak hanya untuk berkompetisi, namun jauh dari itu, atlet Jakarta harus menginspirasi, dan Alhamdulillah benar nyata, dan terjadi,"" papar Lexy. ""Kalian tim dengan 24 orang adalah pribadi emas Jakarta yang hadir pada generasi emas. Terima kasih sekali lagi buat kalian pahlawan olahraga basket Jakarta atas inspirasi dan pencapaian yang telah kalian raih,"" katanya. Perjuangan Perbasi Jakarta belum berakhir karena masih ada tim 3x3 putra dan putri yang akan berlaga 16 September. Di nomor tersebut, Perbasi Jakarta juga menargetkan dua medali emas. ""Setelah ini kami juga memohon doa dan dukungan untuk tim 3x3 putra dan putri. Semoga prestasi yang sudah dicapai tim 5on5 menjadi tambahan motivasi sehingga medali emas bisa kita sapu bersih,"" ujar Lexy.",https://sport.detik.com/basket/d-7537998/pon-2024-perbasi-jakarta-kawinkan-emas-basket-putra-putri,Non-Sepak Bola
50,"PP Perbasiberencana mendatangkan pelatih NBAPhil Handyuntuk mengembangkan pebasket-pebasket muda Tanah Air. Handy akan melakukan klinik kepelatihan(coaching clinic)mulai 25 September mendatang. Kabar itu disampaikan secara langsung oleh Pelaksana tugas Ketum PP Perbasi Ardima Rama Putra. Ia mengungkapkan rencana ini merupakan salah satu program dari mendiang Danny Kosasih sebelum Munas Perbasi akhir Oktober 2024. ""Karena yang ditinggalkan almarhum Susuk (Danny Kosasih) ini sudah tinggi banget. Nah, bagaimana kita menjaga itu dan meningkatkan lebih lagi untuk basket Indonesia,"" kata Dima dalam jumpa persnya di Kantor Kemenpora, Rabu (11/9/2024). SCROLL TO CONTINUE WITH CONTENT ""Kami harapkan prestasi bola basket Indonesia semakin berkembang dengan baik dan yang pasti industri olahraga juga mendapatkan ruang yang luas,"" lanjutnya. Sementara itu, Christopher Tanuwidjaja, penghubung antaraPhil Handydengan PP Perbasi menjelaskan klinik kepelatihan yang melibatkan Phil akan dimulai 25-28 September di dua lokasi, GBK Arena dan OCBC Space BSD. ""Jadi tanggal 25 September itu akan ada kepelatihan untuk para pelatih untuk 50 orang. Lalu keesokan harinya, selama dua hari, coaching untuk atlet-atlet muda usia 14-18 tahun. Per sesi dibatasi 35 orang dan akan ada 4 sesi. Terakhir meet and greet pada tanggal 28 September,"" tuturnya. Sepanjang kariernya sebagai asisten pelatih, Phil Handy sudah memenangi tiga titel juara NBA. Di 2016, Handy meraihnya bersama Cleveland Cavaliers, lalu membantu Toronto Raptors juara di 2019. Terakhir, Handy meraih gelar itu di 2020 saat memperkuat LA Lakers. Dalam kesuksesan itu, Handy pernah bekerja sama dengan pebasket-pebasket top NBA macam LeBron James, Kyrie Irving, Anthony Davies, dan lain-lain. ""Harapannya ilmu dari Phil yang sangat luar biasa bisa diserap sebanyak mungkin, terutama buat saya yang paling penting adalah untuk pelatih. Mereka ini yang akan meneruskan ilmu tersebut kepada pemain-pemainnya di seluruh Indonesia,"" ujarnya. ""Semoga banyak peserta yang mau ikut terutama pemain Timnas U-18, agar mereka bisa partisipasi dalam acara ini, karena pendaftaran sendiri baru akan dibuka,"" ujarnya. ""Sejauh ini, sponsor juga sudah mulai sounding ke beberapa pihak dan saya kaget katanya sudah ada satu kampus yang mau mendaftar dua tim untuk putra dan putri. Itu luar biasa. Kami harapkan semakin banyak lagi begitu dibuka pendaftarannya seperti ini,"" Christopher mempertegas.",https://sport.detik.com/basket/d-7536608/pp-perbasi-gandeng-phil-handy-untuk-kembangkan-bakat-pebasket-muda,Non-Sepak Bola
